,date,mortality,province
1165,2018-03-01,299,สระแก้ว
1166,2018-04-01,321,สระแก้ว
1167,2018-05-01,306,สระแก้ว
1168,2018-06-01,296,สระแก้ว
1169,2018-07-01,297,สระแก้ว
1170,2018-08-01,323,สระแก้ว
1171,2018-09-01,282,สระแก้ว
1172,2018-10-01,370,สระแก้ว
1173,2018-11-01,337,สระแก้ว
1174,2018-12-01,264,สระแก้ว
1175,2019-01-01,316,สระแก้ว
1176,2019-02-01,303,สระแก้ว
1177,2019-03-01,289,สระแก้ว
1178,2019-04-01,364,สระแก้ว
1179,2019-05-01,328,สระแก้ว
1180,2019-06-01,291,สระแก้ว
1181,2019-07-01,325,สระแก้ว
1182,2019-08-01,308,สระแก้ว
1183,2019-09-01,302,สระแก้ว
1184,2019-10-01,368,สระแก้ว
1185,2019-11-01,312,สระแก้ว
1186,2019-12-01,334,สระแก้ว
1187,2020-01-01,369,สระแก้ว
1188,2020-02-01,290,สระแก้ว
1189,2020-03-01,365,สระแก้ว
1190,2020-04-01,317,สระแก้ว
1191,2020-05-01,301,สระแก้ว
1192,2020-06-01,316,สระแก้ว
1193,2020-07-01,369,สระแก้ว
1194,2020-08-01,329,สระแก้ว
1195,2020-09-01,339,สระแก้ว
1196,2020-10-01,322,สระแก้ว
1197,2020-11-01,343,สระแก้ว
1198,2020-12-01,352,สระแก้ว
1199,2021-01-01,366,สระแก้ว
1200,2021-02-01,309,สระแก้ว
1201,2021-03-01,367,สระแก้ว
1202,2021-04-01,335,สระแก้ว
1203,2021-05-01,397,สระแก้ว
1204,2021-06-01,349,สระแก้ว
1205,2021-07-01,332,สระแก้ว
1206,2016-01-01,549,ราชบุรี
1207,2016-02-01,591,ราชบุรี
1208,2016-03-01,609,ราชบุรี
1209,2016-04-01,647,ราชบุรี
1210,2016-05-01,635,ราชบุรี
1211,2016-06-01,589,ราชบุรี
1212,2016-07-01,464,ราชบุรี
1213,2016-08-01,614,ราชบุรี
1214,2016-09-01,603,ราชบุรี
1215,2016-10-01,547,ราชบุรี
1216,2016-11-01,566,ราชบุรี
1217,2016-12-01,632,ราชบุรี
1218,2017-01-01,564,ราชบุรี
1219,2017-02-01,561,ราชบุรี
1220,2017-03-01,548,ราชบุรี
1221,2017-04-01,494,ราชบุรี
1222,2017-05-01,555,ราชบุรี
1223,2017-06-01,538,ราชบุรี
1224,2017-07-01,579,ราชบุรี
1225,2017-08-01,567,ราชบุรี
1226,2017-09-01,568,ราชบุรี
1227,2017-10-01,535,ราชบุรี
1228,2017-11-01,551,ราชบุรี
1229,2017-12-01,611,ราชบุรี
1230,2018-01-01,658,ราชบุรี
1231,2018-02-01,593,ราชบุรี
1232,2018-03-01,554,ราชบุรี
1233,2018-04-01,583,ราชบุรี
1234,2018-05-01,550,ราชบุรี
1235,2018-06-01,522,ราชบุรี
1236,2018-07-01,574,ราชบุรี
1237,2018-08-01,589,ราชบุรี
1238,2018-09-01,547,ราชบุรี
1239,2018-10-01,592,ราชบุรี
1240,2018-11-01,563,ราชบุรี
1241,2018-12-01,600,ราชบุรี
1242,2019-01-01,620,ราชบุรี
1243,2019-02-01,514,ราชบุรี
1244,2019-03-01,575,ราชบุรี
1245,2019-04-01,706,ราชบุรี
1246,2019-05-01,637,ราชบุรี
1247,2019-06-01,567,ราชบุรี
1248,2019-07-01,588,ราชบุรี
1249,2019-08-01,593,ราชบุรี
1250,2019-09-01,587,ราชบุรี
1251,2019-10-01,622,ราชบุรี
1252,2019-11-01,608,ราชบุรี
1253,2019-12-01,697,ราชบุรี
1254,2020-01-01,655,ราชบุรี
1255,2020-02-01,594,ราชบุรี
1256,2020-03-01,625,ราชบุรี
1257,2020-04-01,606,ราชบุรี
1258,2020-05-01,608,ราชบุรี
1259,2020-06-01,514,ราชบุรี
1260,2020-07-01,621,ราชบุรี
1261,2020-08-01,573,ราชบุรี
1262,2020-09-01,552,ราชบุรี
1263,2020-10-01,578,ราชบุรี
1264,2020-11-01,633,ราชบุรี
1265,2020-12-01,672,ราชบุรี
1266,2021-01-01,690,ราชบุรี
1267,2021-02-01,519,ราชบุรี
1268,2021-03-01,613,ราชบุรี
1269,2021-04-01,608,ราชบุรี
1270,2021-05-01,652,ราชบุรี
1271,2021-06-01,648,ราชบุรี
1272,2021-07-01,648,ราชบุรี
1273,2016-01-01,490,กาญจนบุรี
1274,2016-02-01,520,กาญจนบุรี
1275,2016-03-01,463,กาญจนบุรี
1276,2016-04-01,565,กาญจนบุรี
1277,2016-05-01,508,กาญจนบุรี
1278,2016-06-01,393,กาญจนบุรี
1279,2016-07-01,445,กาญจนบุรี
1280,2016-08-01,458,กาญจนบุรี
1281,2016-09-01,452,กาญจนบุรี
1282,2016-10-01,478,กาญจนบุรี
1283,2016-11-01,456,กาญจนบุรี
1284,2016-12-01,457,กาญจนบุรี
1285,2017-01-01,459,กาญจนบุรี
1286,2017-02-01,419,กาญจนบุรี
1287,2017-03-01,482,กาญจนบุรี
1288,2017-04-01,463,กาญจนบุรี
1289,2017-05-01,441,กาญจนบุรี
1290,2017-06-01,450,กาญจนบุรี
1291,2017-07-01,427,กาญจนบุรี
1292,2017-08-01,440,กาญจนบุรี
1293,2017-09-01,448,กาญจนบุรี
1294,2017-10-01,461,กาญจนบุรี
1295,2017-11-01,479,กาญจนบุรี
1296,2017-12-01,473,กาญจนบุรี
1297,2018-01-01,548,กาญจนบุรี
1298,2018-02-01,457,กาญจนบุรี
1299,2018-03-01,474,กาญจนบุรี
1300,2018-04-01,447,กาญจนบุรี
1301,2018-05-01,432,กาญจนบุรี
1302,2018-06-01,457,กาญจนบุรี
1303,2018-07-01,415,กาญจนบุรี
1304,2018-08-01,514,กาญจนบุรี
1305,2018-09-01,413,กาญจนบุรี
1306,2018-10-01,540,กาญจนบุรี
1307,2018-11-01,443,กาญจนบุรี
1308,2018-12-01,429,กาญจนบุรี
1309,2019-01-01,526,กาญจนบุรี
1310,2019-02-01,466,กาญจนบุรี
1311,2019-03-01,514,กาญจนบุรี
1312,2019-04-01,636,กาญจนบุรี
1313,2019-05-01,530,กาญจนบุรี
1314,2019-06-01,418,กาญจนบุรี
1315,2019-07-01,559,กาญจนบุรี
1316,2019-08-01,471,กาญจนบุรี
1317,2019-09-01,491,กาญจนบุรี
1318,2019-10-01,507,กาญจนบุรี
1319,2019-11-01,433,กาญจนบุรี
1320,2019-12-01,509,กาญจนบุรี
1321,2020-01-01,523,กาญจนบุรี
1322,2020-02-01,477,กาญจนบุรี
1323,2020-03-01,578,กาญจนบุรี
1324,2020-04-01,503,กาญจนบุรี
1325,2020-05-01,433,กาญจนบุรี
1326,2020-06-01,481,กาญจนบุรี
1327,2020-07-01,457,กาญจนบุรี
1328,2020-08-01,452,กาญจนบุรี
1329,2020-09-01,462,กาญจนบุรี
1330,2020-10-01,508,กาญจนบุรี
1331,2020-11-01,564,กาญจนบุรี
1332,2020-12-01,546,กาญจนบุรี
1333,2021-01-01,548,กาญจนบุรี
1334,2021-02-01,469,กาญจนบุรี
1335,2021-03-01,558,กาญจนบุรี
1336,2021-04-01,507,กาญจนบุรี
1337,2021-05-01,563,กาญจนบุรี
1338,2021-06-01,511,กาญจนบุรี
1339,2021-07-01,522,กาญจนบุรี
1340,2016-01-01,655,สุพรรณบุรี
1341,2016-02-01,645,สุพรรณบุรี
1342,2016-03-01,552,สุพรรณบุรี
1343,2016-04-01,691,สุพรรณบุรี
1344,2016-05-01,675,สุพรรณบุรี
1345,2016-06-01,518,สุพรรณบุรี
1346,2016-07-01,490,สุพรรณบุรี
1347,2016-08-01,558,สุพรรณบุรี
1348,2016-09-01,504,สุพรรณบุรี
1349,2016-10-01,544,สุพรรณบุรี
1350,2016-11-01,588,สุพรรณบุรี
1351,2016-12-01,623,สุพรรณบุรี
1352,2017-01-01,525,สุพรรณบุรี
1353,2017-02-01,577,สุพรรณบุรี
1354,2017-03-01,593,สุพรรณบุรี
1355,2017-04-01,552,สุพรรณบุรี
1356,2017-05-01,567,สุพรรณบุรี
1357,2017-06-01,560,สุพรรณบุรี
1358,2017-07-01,574,สุพรรณบุรี
1359,2017-08-01,538,สุพรรณบุรี
1360,2017-09-01,568,สุพรรณบุรี
1361,2017-10-01,601,สุพรรณบุรี
1362,2017-11-01,598,สุพรรณบุรี
1363,2017-12-01,647,สุพรรณบุรี
1364,2018-01-01,700,สุพรรณบุรี
1365,2018-02-01,595,สุพรรณบุรี
1366,2018-03-01,577,สุพรรณบุรี
1367,2018-04-01,651,สุพรรณบุรี
1368,2018-05-01,609,สุพรรณบุรี
1369,2018-06-01,529,สุพรรณบุรี
1370,2018-07-01,542,สุพรรณบุรี
1371,2018-08-01,575,สุพรรณบุรี
1372,2018-09-01,580,สุพรรณบุรี
1373,2018-10-01,607,สุพรรณบุรี
1374,2018-11-01,573,สุพรรณบุรี
1375,2018-12-01,554,สุพรรณบุรี
1376,2019-01-01,685,สุพรรณบุรี
1377,2019-02-01,567,สุพรรณบุรี
1378,2019-03-01,612,สุพรรณบุรี
1379,2019-04-01,785,สุพรรณบุรี
1380,2019-05-01,653,สุพรรณบุรี
1381,2019-06-01,505,สุพรรณบุรี
1382,2019-07-01,603,สุพรรณบุรี
1383,2019-08-01,594,สุพรรณบุรี
1384,2019-09-01,587,สุพรรณบุรี
1385,2019-10-01,654,สุพรรณบุรี
1386,2019-11-01,601,สุพรรณบุรี
1387,2019-12-01,687,สุพรรณบุรี
1388,2020-01-01,663,สุพรรณบุรี
1389,2020-02-01,614,สุพรรณบุรี
1390,2020-03-01,642,สุพรรณบุรี
1391,2020-04-01,584,สุพรรณบุรี
1392,2020-05-01,611,สุพรรณบุรี
1393,2020-06-01,602,สุพรรณบุรี
1394,2020-07-01,574,สุพรรณบุรี
1395,2020-08-01,566,สุพรรณบุรี
1396,2020-09-01,562,สุพรรณบุรี
1397,2020-10-01,632,สุพรรณบุรี
1398,2020-11-01,649,สุพรรณบุรี
1399,2020-12-01,726,สุพรรณบุรี
1400,2021-01-01,688,สุพรรณบุรี
1401,2021-02-01,550,สุพรรณบุรี
1402,2021-03-01,718,สุพรรณบุรี
1403,2021-04-01,614,สุพรรณบุรี
1404,2021-05-01,704,สุพรรณบุรี
1405,2021-06-01,594,สุพรรณบุรี
1406,2021-07-01,638,สุพรรณบุรี
1407,2016-01-01,514,นครปฐม
1408,2016-02-01,539,นครปฐม
1409,2016-03-01,504,นครปฐม
1410,2016-04-01,548,นครปฐม
1411,2016-05-01,576,นครปฐม
1412,2016-06-01,415,นครปฐม
1413,2016-07-01,486,นครปฐม
1414,2016-08-01,516,นครปฐม
1415,2016-09-01,532,นครปฐม
1416,2016-10-01,527,นครปฐม
1417,2016-11-01,506,นครปฐม
1418,2016-12-01,538,นครปฐม
1419,2017-01-01,561,นครปฐม
1420,2017-02-01,509,นครปฐม
1421,2017-03-01,503,นครปฐม
1422,2017-04-01,531,นครปฐม
1423,2017-05-01,529,นครปฐม
1424,2017-06-01,482,นครปฐม
1425,2017-07-01,466,นครปฐม
1426,2017-08-01,506,นครปฐม
1427,2017-09-01,537,นครปฐม
1428,2017-10-01,595,นครปฐม
1429,2017-11-01,581,นครปฐม
1430,2017-12-01,554,นครปฐม
1431,2018-01-01,638,นครปฐม
1432,2018-02-01,485,นครปฐม
1433,2018-03-01,548,นครปฐม
1434,2018-04-01,516,นครปฐม
1435,2018-05-01,551,นครปฐม
1436,2018-06-01,461,นครปฐม
1437,2018-07-01,538,นครปฐม
1438,2018-08-01,535,นครปฐม
1439,2018-09-01,526,นครปฐม
1440,2018-10-01,557,นครปฐม
1441,2018-11-01,519,นครปฐม
1442,2018-12-01,511,นครปฐม
1443,2019-01-01,607,นครปฐม
1444,2019-02-01,525,นครปฐม
1445,2019-03-01,552,นครปฐม
1446,2019-04-01,680,นครปฐม
1447,2019-05-01,619,นครปฐม
1448,2019-06-01,510,นครปฐม
1449,2019-07-01,573,นครปฐม
1450,2019-08-01,542,นครปฐม
1451,2019-09-01,578,นครปฐม
1452,2019-10-01,611,นครปฐม
1453,2019-11-01,530,นครปฐม
1454,2019-12-01,638,นครปฐม
1455,2020-01-01,629,นครปฐม
1456,2020-02-01,506,นครปฐม
1457,2020-03-01,637,นครปฐม
1458,2020-04-01,514,นครปฐม
1459,2020-05-01,574,นครปฐม
1460,2020-06-01,516,นครปฐม
1461,2020-07-01,519,นครปฐม
1462,2020-08-01,571,นครปฐม
1463,2020-09-01,541,นครปฐม
1464,2020-10-01,593,นครปฐม
1465,2020-11-01,613,นครปฐม
1466,2020-12-01,630,นครปฐม
1467,2021-01-01,640,นครปฐม
1468,2021-02-01,513,นครปฐม
1469,2021-03-01,595,นครปฐม
1470,2021-04-01,597,นครปฐม
1471,2021-05-01,625,นครปฐม
1472,2021-06-01,601,นครปฐม
1473,2021-07-01,872,นครปฐม
1474,2016-01-01,336,สมุทรสาคร
1475,2016-02-01,345,สมุทรสาคร
1476,2016-03-01,318,สมุทรสาคร
1477,2016-04-01,316,สมุทรสาคร
1478,2016-05-01,349,สมุทรสาคร
1479,2016-06-01,337,สมุทรสาคร
1480,2016-07-01,320,สมุทรสาคร
1481,2016-08-01,365,สมุทรสาคร
1482,2016-09-01,348,สมุทรสาคร
1483,2016-10-01,336,สมุทรสาคร
1484,2016-11-01,330,สมุทรสาคร
1485,2016-12-01,343,สมุทรสาคร
1486,2017-01-01,350,สมุทรสาคร
1487,2017-02-01,304,สมุทรสาคร
1488,2017-03-01,320,สมุทรสาคร
1489,2017-04-01,305,สมุทรสาคร
1490,2017-05-01,322,สมุทรสาคร
1491,2017-06-01,315,สมุทรสาคร
1492,2017-07-01,307,สมุทรสาคร
1493,2017-08-01,322,สมุทรสาคร
1494,2017-09-01,351,สมุทรสาคร
1495,2017-10-01,335,สมุทรสาคร
1496,2017-11-01,373,สมุทรสาคร
1497,2017-12-01,343,สมุทรสาคร
1498,2018-01-01,398,สมุทรสาคร
1499,2018-02-01,334,สมุทรสาคร
1500,2018-03-01,337,สมุทรสาคร
1501,2018-04-01,311,สมุทรสาคร
1502,2018-05-01,319,สมุทรสาคร
1503,2018-06-01,320,สมุทรสาคร
1504,2018-07-01,297,สมุทรสาคร
1505,2018-08-01,338,สมุทรสาคร
1506,2018-09-01,303,สมุทรสาคร
1507,2018-10-01,386,สมุทรสาคร
1508,2018-11-01,362,สมุทรสาคร
1509,2018-12-01,376,สมุทรสาคร
1510,2019-01-01,379,สมุทรสาคร
1511,2019-02-01,326,สมุทรสาคร
1512,2019-03-01,340,สมุทรสาคร
1513,2019-04-01,390,สมุทรสาคร
1514,2019-05-01,368,สมุทรสาคร
1515,2019-06-01,353,สมุทรสาคร
1516,2019-07-01,372,สมุทรสาคร
1517,2019-08-01,372,สมุทรสาคร
1518,2019-09-01,393,สมุทรสาคร
1519,2019-10-01,390,สมุทรสาคร
1520,2019-11-01,381,สมุทรสาคร
1521,2019-12-01,349,สมุทรสาคร
1522,2020-01-01,390,สมุทรสาคร
1523,2020-02-01,337,สมุทรสาคร
1524,2020-03-01,382,สมุทรสาคร
1525,2020-04-01,343,สมุทรสาคร
1526,2020-05-01,344,สมุทรสาคร
1527,2020-06-01,346,สมุทรสาคร
1528,2020-07-01,326,สมุทรสาคร
1529,2020-08-01,355,สมุทรสาคร
1530,2020-09-01,384,สมุทรสาคร
1531,2020-10-01,376,สมุทรสาคร
1532,2020-11-01,338,สมุทรสาคร
1533,2020-12-01,399,สมุทรสาคร
1534,2021-01-01,404,สมุทรสาคร
1535,2021-02-01,325,สมุทรสาคร
1536,2021-03-01,398,สมุทรสาคร
1537,2021-04-01,387,สมุทรสาคร
1538,2021-05-01,410,สมุทรสาคร
1539,2021-06-01,397,สมุทรสาคร
1540,2021-07-01,793,สมุทรสาคร
1541,2016-01-01,108,สมุทรสงคราม
1542,2016-02-01,129,สมุทรสงคราม
1543,2016-03-01,142,สมุทรสงคราม
1544,2016-04-01,123,สมุทรสงคราม
1545,2016-05-01,137,สมุทรสงคราม
1546,2016-06-01,115,สมุทรสงคราม
1547,2016-07-01,111,สมุทรสงคราม
1548,2016-08-01,146,สมุทรสงคราม
1549,2016-09-01,131,สมุทรสงคราม
1550,2016-10-01,136,สมุทรสงคราม
1551,2016-11-01,152,สมุทรสงคราม
1552,2016-12-01,128,สมุทรสงคราม
1553,2017-01-01,130,สมุทรสงคราม
1554,2017-02-01,131,สมุทรสงคราม
1555,2017-03-01,120,สมุทรสงคราม
1556,2017-04-01,118,สมุทรสงคราม
1557,2017-05-01,147,สมุทรสงคราม
1558,2017-06-01,122,สมุทรสงคราม
1559,2017-07-01,117,สมุทรสงคราม
1560,2017-08-01,129,สมุทรสงคราม
1561,2017-09-01,131,สมุทรสงคราม
1562,2017-10-01,136,สมุทรสงคราม
1563,2017-11-01,147,สมุทรสงคราม
1564,2017-12-01,137,สมุทรสงคราม
1565,2018-01-01,129,สมุทรสงคราม
1566,2018-02-01,120,สมุทรสงคราม
1567,2018-03-01,143,สมุทรสงคราม
1568,2018-04-01,119,สมุทรสงคราม
1569,2018-05-01,131,สมุทรสงคราม
1570,2018-06-01,116,สมุทรสงคราม
1571,2018-07-01,122,สมุทรสงคราม
1572,2018-08-01,123,สมุทรสงคราม
1573,2018-09-01,138,สมุทรสงคราม
1574,2018-10-01,133,สมุทรสงคราม
1575,2018-11-01,127,สมุทรสงคราม
1576,2018-12-01,116,สมุทรสงคราม
1577,2019-01-01,147,สมุทรสงคราม
1578,2019-02-01,118,สมุทรสงคราม
1579,2019-03-01,127,สมุทรสงคราม
1580,2019-04-01,135,สมุทรสงคราม
1581,2019-05-01,149,สมุทรสงคราม
1582,2019-06-01,128,สมุทรสงคราม
1583,2019-07-01,120,สมุทรสงคราม
1584,2019-08-01,137,สมุทรสงคราม
1585,2019-09-01,130,สมุทรสงคราม
1586,2019-10-01,137,สมุทรสงคราม
1587,2019-11-01,120,สมุทรสงคราม
1588,2019-12-01,144,สมุทรสงคราม
1589,2020-01-01,144,สมุทรสงคราม
1590,2020-02-01,124,สมุทรสงคราม
1591,2020-03-01,125,สมุทรสงคราม
1592,2020-04-01,143,สมุทรสงคราม
1593,2020-05-01,139,สมุทรสงคราม
1594,2020-06-01,146,สมุทรสงคราม
1595,2020-07-01,121,สมุทรสงคราม
1596,2020-08-01,138,สมุทรสงคราม
1597,2020-09-01,131,สมุทรสงคราม
1598,2020-10-01,137,สมุทรสงคราม
1599,2020-11-01,136,สมุทรสงคราม
1600,2020-12-01,138,สมุทรสงคราม
1601,2021-01-01,152,สมุทรสงคราม
1602,2021-02-01,133,สมุทรสงคราม
1603,2021-03-01,151,สมุทรสงคราม
1604,2021-04-01,128,สมุทรสงคราม
1605,2021-05-01,167,สมุทรสงคราม
1606,2021-06-01,151,สมุทรสงคราม
1607,2021-07-01,158,สมุทรสงคราม
1608,2016-01-01,320,เพชรบุรี
1609,2016-02-01,310,เพชรบุรี
1610,2016-03-01,261,เพชรบุรี
1611,2016-04-01,295,เพชรบุรี
1612,2016-05-01,333,เพชรบุรี
1613,2016-06-01,270,เพชรบุรี
1614,2016-07-01,308,เพชรบุรี
1615,2016-08-01,281,เพชรบุรี
1616,2016-09-01,298,เพชรบุรี
1617,2016-10-01,311,เพชรบุรี
1618,2016-11-01,298,เพชรบุรี
1619,2016-12-01,347,เพชรบุรี
1620,2017-01-01,349,เพชรบุรี
1621,2017-02-01,294,เพชรบุรี
1622,2017-03-01,295,เพชรบุรี
1623,2017-04-01,254,เพชรบุรี
1624,2017-05-01,310,เพชรบุรี
1625,2017-06-01,271,เพชรบุรี
1626,2017-07-01,302,เพชรบุรี
1627,2017-08-01,298,เพชรบุรี
1628,2017-09-01,305,เพชรบุรี
1629,2017-10-01,307,เพชรบุรี
1630,2017-11-01,306,เพชรบุรี
1631,2017-12-01,309,เพชรบุรี
1632,2018-01-01,319,เพชรบุรี
1633,2018-02-01,285,เพชรบุรี
1634,2018-03-01,280,เพชรบุรี
1635,2018-04-01,311,เพชรบุรี
1636,2018-05-01,301,เพชรบุรี
1637,2018-06-01,294,เพชรบุรี
1638,2018-07-01,320,เพชรบุรี
1639,2018-08-01,315,เพชรบุรี
1640,2018-09-01,312,เพชรบุรี
1641,2018-10-01,346,เพชรบุรี
1642,2018-11-01,316,เพชรบุรี
1643,2018-12-01,294,เพชรบุรี
1644,2019-01-01,362,เพชรบุรี
1645,2019-02-01,300,เพชรบุรี
1646,2019-03-01,285,เพชรบุรี
1647,2019-04-01,385,เพชรบุรี
1648,2019-05-01,316,เพชรบุรี
1649,2019-06-01,290,เพชรบุรี
1650,2019-07-01,354,เพชรบุรี
1651,2019-08-01,301,เพชรบุรี
1652,2019-09-01,291,เพชรบุรี
1653,2019-10-01,308,เพชรบุรี
1654,2019-11-01,257,เพชรบุรี
1655,2019-12-01,328,เพชรบุรี
1656,2020-01-01,321,เพชรบุรี
1657,2020-02-01,324,เพชรบุรี
1658,2020-03-01,326,เพชรบุรี
1659,2020-04-01,296,เพชรบุรี
1660,2020-05-01,318,เพชรบุรี
1661,2020-06-01,276,เพชรบุรี
1662,2020-07-01,289,เพชรบุรี
1663,2020-08-01,308,เพชรบุรี
1664,2020-09-01,313,เพชรบุรี
1665,2020-10-01,340,เพชรบุรี
1666,2020-11-01,339,เพชรบุรี
1667,2020-12-01,328,เพชรบุรี
1668,2021-01-01,377,เพชรบุรี
1669,2021-02-01,274,เพชรบุรี
1670,2021-03-01,338,เพชรบุรี
1671,2021-04-01,324,เพชรบุรี
1672,2021-05-01,360,เพชรบุรี
1673,2021-06-01,333,เพชรบุรี
1674,2021-07-01,324,เพชรบุรี
1675,2016-01-01,253,ประจวบคีรีขันธ์
1676,2016-02-01,317,ประจวบคีรีขันธ์
1677,2016-03-01,342,ประจวบคีรีขันธ์
1678,2016-04-01,281,ประจวบคีรีขันธ์
1679,2016-05-01,311,ประจวบคีรีขันธ์
1680,2016-06-01,276,ประจวบคีรีขันธ์
1681,2016-07-01,293,ประจวบคีรีขันธ์
1682,2016-08-01,308,ประจวบคีรีขันธ์
1683,2016-09-01,297,ประจวบคีรีขันธ์
1684,2016-10-01,288,ประจวบคีรีขันธ์
1685,2016-11-01,309,ประจวบคีรีขันธ์
1686,2016-12-01,349,ประจวบคีรีขันธ์
1687,2017-01-01,345,ประจวบคีรีขันธ์
1688,2017-02-01,287,ประจวบคีรีขันธ์
1689,2017-03-01,297,ประจวบคีรีขันธ์
1690,2017-04-01,311,ประจวบคีรีขันธ์
1691,2017-05-01,293,ประจวบคีรีขันธ์
1692,2017-06-01,273,ประจวบคีรีขันธ์
1693,2017-07-01,314,ประจวบคีรีขันธ์
1694,2017-08-01,327,ประจวบคีรีขันธ์
1695,2017-09-01,300,ประจวบคีรีขันธ์
1696,2017-10-01,303,ประจวบคีรีขันธ์
1697,2017-11-01,309,ประจวบคีรีขันธ์
1698,2017-12-01,315,ประจวบคีรีขันธ์
1699,2018-01-01,333,ประจวบคีรีขันธ์
1700,2018-02-01,306,ประจวบคีรีขันธ์
1701,2018-03-01,339,ประจวบคีรีขันธ์
1702,2018-04-01,326,ประจวบคีรีขันธ์
1703,2018-05-01,292,ประจวบคีรีขันธ์
1704,2018-06-01,291,ประจวบคีรีขันธ์
1705,2018-07-01,301,ประจวบคีรีขันธ์
1706,2018-08-01,313,ประจวบคีรีขันธ์
1707,2018-09-01,282,ประจวบคีรีขันธ์
1708,2018-10-01,313,ประจวบคีรีขันธ์
1709,2018-11-01,284,ประจวบคีรีขันธ์
1710,2018-12-01,320,ประจวบคีรีขันธ์
1711,2019-01-01,303,ประจวบคีรีขันธ์
1712,2019-02-01,311,ประจวบคีรีขันธ์
1713,2019-03-01,302,ประจวบคีรีขันธ์
1714,2019-04-01,352,ประจวบคีรีขันธ์
1715,2019-05-01,310,ประจวบคีรีขันธ์
1716,2019-06-01,273,ประจวบคีรีขันธ์
1717,2019-07-01,360,ประจวบคีรีขันธ์
1718,2019-08-01,308,ประจวบคีรีขันธ์
1719,2019-09-01,318,ประจวบคีรีขันธ์
1720,2019-10-01,385,ประจวบคีรีขันธ์
1721,2019-11-01,341,ประจวบคีรีขันธ์
1722,2019-12-01,327,ประจวบคีรีขันธ์
1723,2020-01-01,366,ประจวบคีรีขันธ์
1724,2020-02-01,299,ประจวบคีรีขันธ์
1725,2020-03-01,334,ประจวบคีรีขันธ์
1726,2020-04-01,335,ประจวบคีรีขันธ์
1727,2020-05-01,293,ประจวบคีรีขันธ์
1728,2020-06-01,314,ประจวบคีรีขันธ์
1729,2020-07-01,324,ประจวบคีรีขันธ์
1730,2020-08-01,315,ประจวบคีรีขันธ์
1731,2020-09-01,295,ประจวบคีรีขันธ์
1732,2020-10-01,321,ประจวบคีรีขันธ์
1733,2020-11-01,331,ประจวบคีรีขันธ์
1734,2020-12-01,363,ประจวบคีรีขันธ์
1735,2021-01-01,332,ประจวบคีรีขันธ์
1736,2021-02-01,327,ประจวบคีรีขันธ์
1737,2021-03-01,370,ประจวบคีรีขันธ์
1738,2021-04-01,344,ประจวบคีรีขันธ์
1739,2021-05-01,363,ประจวบคีรีขันธ์
1740,2021-06-01,312,ประจวบคีรีขันธ์
1741,2021-07-01,304,ประจวบคีรีขันธ์
1742,2016-01-01,1418,เชียงใหม่
1743,2016-02-01,1382,เชียงใหม่
1744,2016-03-01,1414,เชียงใหม่
1745,2016-04-01,1442,เชียงใหม่
1746,2016-05-01,1353,เชียงใหม่
1747,2016-06-01,1195,เชียงใหม่
1748,2016-07-01,1144,เชียงใหม่
1749,2016-08-01,1315,เชียงใหม่
1750,2016-09-01,1256,เชียงใหม่
1751,2016-10-01,1255,เชียงใหม่
1752,2016-11-01,1234,เชียงใหม่
1753,2016-12-01,1196,เชียงใหม่
1754,2017-01-01,1347,เชียงใหม่
1755,2017-02-01,1222,เชียงใหม่
1756,2017-03-01,1283,เชียงใหม่
1757,2017-04-01,1216,เชียงใหม่
1758,2017-05-01,1282,เชียงใหม่
1759,2017-06-01,1085,เชียงใหม่
1760,2017-07-01,1124,เชียงใหม่
1761,2017-08-01,1191,เชียงใหม่
1762,2017-09-01,1124,เชียงใหม่
1763,2017-10-01,1298,เชียงใหม่
1764,2017-11-01,1293,เชียงใหม่
1765,2017-12-01,1360,เชียงใหม่
1766,2018-01-01,1482,เชียงใหม่
1767,2018-02-01,1212,เชียงใหม่
1768,2018-03-01,1264,เชียงใหม่
1769,2018-04-01,1294,เชียงใหม่
1770,2018-05-01,1199,เชียงใหม่
1771,2018-06-01,1126,เชียงใหม่
1772,2018-07-01,1183,เชียงใหม่
1773,2018-08-01,1314,เชียงใหม่
1774,2018-09-01,1170,เชียงใหม่
1775,2018-10-01,1234,เชียงใหม่
1776,2018-11-01,1279,เชียงใหม่
1777,2018-12-01,1245,เชียงใหม่
1778,2019-01-01,1503,เชียงใหม่
1779,2019-02-01,1238,เชียงใหม่
1780,2019-03-01,1317,เชียงใหม่
1781,2019-04-01,1453,เชียงใหม่
1782,2019-05-01,1494,เชียงใหม่
1783,2019-06-01,1145,เชียงใหม่
1784,2019-07-01,1313,เชียงใหม่
1785,2019-08-01,1265,เชียงใหม่
1786,2019-09-01,1273,เชียงใหม่
1787,2019-10-01,1312,เชียงใหม่
1788,2019-11-01,1277,เชียงใหม่
1789,2019-12-01,1538,เชียงใหม่
1790,2020-01-01,1653,เชียงใหม่
1791,2020-02-01,1287,เชียงใหม่
1792,2020-03-01,1435,เชียงใหม่
1793,2020-04-01,1233,เชียงใหม่
1794,2020-05-01,1112,เชียงใหม่
1795,2020-06-01,1202,เชียงใหม่
1796,2020-07-01,1147,เชียงใหม่
1797,2020-08-01,1264,เชียงใหม่
1798,2020-09-01,1174,เชียงใหม่
1799,2020-10-01,1203,เชียงใหม่
1800,2020-11-01,1344,เชียงใหม่
